Name,RA,Dec,LensScore,VisualSelection
GRALJ134043.98-031803.07,205.183247,-3.300853,1.536185185114543,0
GRALJ101339.29+282436.67,153.413717,28.410186,1.5361772576967878,0
GRALJ124534.02+703015.89,191.391752,70.504414,1.5359825,0
GRALJ022003.84+133428.08,35.016014,13.574467,1.535961,0
GRALJ171915.71+234145.74,259.81546,23.696039,1.5359512,1
GRALJ120150.28-121402.78,180.4595,-12.234106,1.5358413,0
GRALJ101142.67-030213.68,152.927785,-3.037134,1.535601496696473,0
GRALJ152119.62-004816.96,230.331736,-0.804712,1.535476605097453,0
GRALJ123315.71-253821.80,188.315441,-25.639389,1.535472,0
GRALJ125156.44+015250.99,192.985185,1.880832,1.5354495,0
GRALJ145633.99+533440.26,224.141604,53.57785,1.535443,0
GRALJ112652.72-292846.73,171.719674,-29.479647,1.5354014,0
GRALJ135704.58-225108.19,209.269098,-22.852275,1.5353969931602471,0
GRALJ094717.84-284858.65,146.824316,-28.816291,1.535389870405198,0
GRALJ150055.15-254300.32,225.229807,-25.716756,1.5352297,0
GRALJ132323.17-270414.71,200.846534,-27.070752,1.5351577003796901,0
GRALJ172907.92+280847.49,262.283011,28.146525,1.5350846648216239,0
GRALJ054108.45+610233.43,85.28521,61.042619,1.5350714127222709,0
GRALJ133231.11-044751.69,203.129605,-4.797692,1.5349005,0
GRALJ070209.53+544929.20,105.539722,54.824777,1.5348747173945108,0
GRALJ120808.85-153704.3,182.036871,-15.61786,1.5347931,0
GRALJ133757.59-021211.15,204.489959,-2.203098,1.534788082043331,0
GRALJ064927.04+540016.05,102.362648,54.004459,1.5346387000000001,0
GRALJ151009.81-114408.96,227.540876,-11.735821,1.534563203652699,0
GRALJ183829.02+272647.39,279.62091,27.446497,1.5345456999999998,0
GRALJ092950.96-082129.26,142.462334,-8.358128,1.534472624460857,0
GRALJ121246.73+165033.20,183.194724,16.842557,1.5344566999999998,0
GRALJ153342.29+442105.1,233.426197,44.351416,1.5344305999999999,0
GRALJ164026.11+301019.25,250.10878,30.172013,1.534330278635025,0
GRALJ214459.78-050114.05,326.249073,-5.020568,1.534293,0
GRALJ123224.56-033833.30,188.102349,-3.642583,1.5342917000000003,0
GRALJ145359.18-291052.31,223.496571,-29.181198,1.5342087,0
GRALJ113613.28+033840.72,174.055352,3.644644,1.534181873003641,0
GRALJ132323.19-270413.60,200.846643,-27.070444,1.5339667797088632,0
GRALJ121633.27-274841.34,184.138641,-27.811483,1.5338848999999999,0
GRALJ113402.2-282514.73,173.509164,-28.420758,1.5338538885116582,0
GRALJ054108.47+610231.63,85.285274,61.042118,1.5338100989659633,0
GRALJ003650.28+161020.41,9.209501,16.172336,1.5337876000000001,0
GRALJ070146.48+130515.59,105.443674,13.087663,1.5336718360583,0
GRALJ092203.85+273410.24,140.516049,27.569512,1.5336524049441032,0
GRALJ113724.96+324110.31,174.35402,32.686197,1.5335919260978699,0
GRALJ061519.22+604955.20,93.830088,60.831999,1.5335566000000003,0
GRALJ140816.16+175350.93,212.067354,17.897481,1.5335484,0
GRALJ165327.55-002640.78,253.364787,-0.444661,1.5335200925668089,0
GRALJ104412.13+212936.26,161.050522,21.493405,1.5334941,1
GRALJ204112.78+544733.37,310.303262,54.792602,1.5334748725096383,0
GRALJ083056.24+062412.31,127.734335,6.40342,1.5334748,2
GRALJ143224.07+201633.83,218.100273,20.276064,1.53342189391454,0
GRALJ121525.47-164406.16,183.85613,-16.735044,1.5334198772907253,0
GRALJ133204.93+471341.79,203.020531,47.228276,1.5333943,0
GRALJ122549.33+333044.43,186.455534,33.512342,1.5332633000000002,0
GRALJ025258.96+310003.08,43.24567,31.000855,1.5332530000000002,0
GRALJ122949.69-014112.47,187.457029,-1.686796,1.5332301999999998,0
GRALJ145646.16-284757.13,224.192335,-28.799203,1.5332074761390688,0
GRALJ125016.76-281644.66,192.569834,-28.279072,1.533206780751546,0
GRALJ131705.4+083740.86,199.272482,8.628017,1.533205966154735,0
GRALJ143516.66-250341.92,218.819421,-25.061644,1.5330955,0
GRALJ220022.83+253425.12,330.095109,25.573644,1.5330952999999998,3
GRALJ094411.47-200005.81,146.047777,-20.001614,1.5330912669499712,0
GRALJ113453.88-043416.61,173.724483,-4.57128,1.533071607351304,0
GRALJ053245.40+625453.53,83.18915,62.91487,1.5330474,0
GRALJ093523.21-053836.61,143.846695,-5.643502,1.5330439000000002,1
GRALJ131956.85-231420.47,199.986865,-23.239019,1.5330283045768751,0
GRALJ095337.44-050827.76,148.405994,-5.141045,1.5330260999999998,0
GRALJ074619.84+170440.17,116.582674,17.077825,1.5330202678839369,0
GRALJ093206.66-170154.16,143.02776,-17.03171,1.5329929999999998,1
GRALJ143128.78-155023.17,217.869897,-15.839771,1.5329311688741052,0
GRALJ065915.04-192904.07,104.81267,-19.484464,1.5328946,0
GRALJ121718.51-102615.44,184.327127,-10.437621,1.5328944,0
GRALJ134910.93+032231.10,207.295539,3.375306,1.5328773999999998,0
GRALJ124610.01+145602.99,191.541727,14.934163,1.532865603764852,0
GRALJ134527.84+784139.06,206.366003,78.694184,1.532863159974417,0
GRALJ075711.46-085217.02,119.297756,-8.871396,1.5326827,0
GRALJ032445.39+165131.38,51.189141,16.858716,1.532679,0
GRALJ070744.03-231352.90,106.933454,-23.231362,1.532676051060359,0
GRALJ133035.00-123420.93,202.645852,-12.57248,1.5326301,0
GRALJ094644.72+294923.59,146.686331,29.823218,1.5326119,1
GRALJ020946.28+272208.8,32.442853,27.369111,1.5325866,0
GRALJ115812.73+255201.15,179.553031,25.866987,1.5325467,0
GRALJ121249.20+123105.47,183.204979,12.518187,1.5324972999999997,0
GRALJ174458.81+573628.12,266.245029,57.607811,1.5324221999999998,0
GRALJ150943.13+295959.85,227.429713,29.999957,1.5323268,0
GRALJ205156.07-162530.27,312.983642,-16.425075,1.5322805000000002,0
GRALJ125425.40+593728.53,193.605848,59.624592,1.5322354999999996,0
GRALJ114934.19-172652.44,177.392479,-17.4479,1.532078206539154,0
GRALJ095449.85-142109.94,148.707704,-14.352762,1.5319257,0
GRALJ093325.20-200239.55,143.354993,-20.044319,1.531860669453939,0
GRALJ140956.33-024602.54,212.484699,-2.767373,1.5317982,0
GRALJ090533.28+151222.65,136.388665,15.20629,1.5317790110905969,0
GRALJ074855.79+194024.40,117.232454,19.673443,1.5317431999999997,0
GRALJ154510.36-160613.88,236.293175,-16.103855,1.53171044588089,0
GRALJ081536.05+033405.55,123.900211,3.568207,1.5316753,0
GRALJ145713.71+530714.64,224.307121,53.120732,1.5316444000000002,0
GRALJ122815.08+195511.47,187.062823,19.919854,1.5316284000000002,0
GRALJ125909.36+350117.77,194.788998,35.021602,1.5315852000000003,0
GRALJ113430.95+111917.70,173.628959,11.321582,1.5314634442329411,0
GRALJ130259.59-290056.26,195.748273,-29.015626,1.531450649102529,0
GRALJ122303.75+341041.87,185.765629,34.178298,1.531423131624858,0
GRALJ094713.10+024742.62,146.80458,2.795173,1.5314141000000001,2
GRALJ055157.15-274439.85,87.988128,-27.744402,1.531411270300548,0
GRALJ080843.18+561711.40,122.179925,56.286501,1.5314003999999999,0
GRALJ163752.44-124524.81,249.468492,-12.756891,1.5313764,0
GRALJ112117.26-024236.47,170.321905,-2.71013,1.5313751300175982,0
GRALJ091146.43+653731.87,137.943462,65.625519,1.531366954247158,0
GRALJ152728.42-185748.07,231.868432,-18.963354,1.531321396430334,0
GRALJ075119.55-082517.84,117.831452,-8.421622,1.5313081741333008,0
GRALJ003741.18-075504.04,9.421581,-7.917788,1.5312900940577188,0
GRALJ142157.58+045911.48,215.489896,4.986522,1.5312443,0
GRALJ111820.75-211338.45,169.586452,-21.227346,1.5310081000000002,0
GRALJ144034.85+441521.04,220.14522,44.255844,1.530821283658347,0
GRALJ113402.26-282513.05,173.509423,-28.420293,1.5307899216810859,0
GRALJ070006.63+121441.26,105.027633,12.244793,1.5307534,0
GRALJ183438.02+205102.23,278.658411,20.85062,1.5306809000000001,0
GRALJ012759.50+461349.65,21.99793,46.230459,1.530561894178391,0
GRALJ090431.72+055713.47,136.13215,5.953742,1.5305434,0
GRALJ144446.18+275942.45,221.1924,27.995125,1.530516,0
GRALJ140535.44-163512.80,211.397682,-16.586889,1.5305071,0
GRALJ151823.59+654228.68,229.598309,65.707966,1.5304536000000002,0
GRALJ161533.27-041541.20,243.888641,-4.261446,1.5304115,1
GRALJ062035.11+145720.05,95.146291,14.955569,1.5304092069466908,0
GRALJ143317.58-242006.58,218.323259,-24.33516,1.5303948,0
GRALJ124708.24-092330.77,191.784339,-9.39188,1.5302168,0
GRALJ141049.29-294458.00,212.705368,-29.749444,1.530203859011332,0
GRALJ213626.39-175140.95,324.109954,-17.861376,1.5299931,0
GRALJ080729.50+555132.98,121.872902,55.85916,1.5299623807271319,0
GRALJ144113.77-145501.57,220.307377,-14.917104,1.5299002329508449,0
GRALJ054231.57+264944.37,85.631548,26.82899,1.52985738714536,0
GRALJ145854.94-151428.97,224.728906,-15.241382,1.529812653859457,0
GRALJ151240.73-060903.83,228.169722,-6.151065,1.5297792752583819,0
GRALJ210931.96+235142.09,317.383172,23.86169,1.5296656787395482,0
GRALJ205149.07+010437.41,312.954472,1.077057,1.5296276410420742,0
GRALJ145633.88+533439.33,224.141159,53.577592,1.5296182999999999,0
GRALJ164225.11+255017.91,250.604638,25.838309,1.529603997866312,0
GRALJ071129.33+214412.38,107.872224,21.736772,1.5296023,0
GRALJ124754.32+142555.38,191.976323,14.432051,1.529583354791006,0
GRALJ080358.37-215132.19,120.993197,-21.858943,1.5295803000000001,0
GRALJ081454.53+573413.11,123.727222,57.570307,1.5295442243417101,0
GRALJ023831.59-214508.23,39.631621,-21.752287,1.529524356126784,0
GRALJ111648.95+153548.60,169.203951,15.596833,1.52946251630783,0
GRALJ101339.26+282435.44,153.413572,28.409846,1.52941777308782,0
GRALJ111206.6-121445.27,168.02752,-12.245908,1.529361446698507,0
GRALJ094840.71-241606.81,147.169611,-24.268557,1.5293208999999999,1
GRALJ083439.31+121129.70,128.6638,12.191583,1.529063602288564,0
GRALJ155214.70+405924.15,238.061235,40.990041,1.5290626999999999,0
GRALJ134831.21+035439.23,207.130045,3.910897,1.5290567080179849,0
GRALJ100703.71-235336.64,151.765458,-23.893511,1.5290384000000001,0
GRALJ101154.59+053856.48,152.97746,5.649023,1.5289898415406542,0
GRALJ214540.30-292718.51,326.417932,-29.455142,1.5289604663848881,0
GRALJ151312.41+405710.09,228.301694,40.952804,1.5289592941602068,1
GRALJ130243.94+572415.58,195.68309,57.404327,1.5289056102434802,0
GRALJ104457.97+035312.45,161.241524,3.886791,1.5288271,0
GRALJ214111.69-123953.18,325.298705,-12.664772,1.5287183,0
GRALJ075921.38+111327.04,119.839082,11.224177,1.5287005,0
GRALJ144505.61-293541.44,221.273365,-29.594845,1.5286941,0
GRALJ141049.21-294457.69,212.70505,-29.749358,1.528686841328938,0
GRALJ152333.35-203804.75,230.888947,-20.634652,1.5286722,0
GRALJ121633.18-274842.16,184.13827,-27.811711,1.5286218000000003,0
GRALJ122846.16-090506.44,187.192343,-9.085122,1.5285031,0
GRALJ122555.69+402340.87,186.482033,40.394686,1.5284839999999997,0
GRALJ092921.15+074725.81,142.338145,7.790502,1.5284689999999999,0
GRALJ110124.12-134744.36,165.350515,-13.795657,1.5284505999999998,0
GRALJ074127.82+082505.07,115.365904,8.418074,1.528446515401205,0
GRALJ091625.70-165123.26,139.107079,-16.856461,1.5284358999999998,0
GRALJ203830.44+193533.26,309.626844,19.592572,1.5284145275751748,0
GRALJ122814.96+195511.50,187.062336,19.919862,1.5283967999999999,0
GRALJ115210.55+223517.86,178.043965,22.588295,1.5283965071042371,0
GRALJ131138.90-290209.24,197.91209,-29.035899,1.5283914000000003,0
GRALJ200643.93-113245.81,301.683053,-11.546057,1.5283616000000002,0
GRALJ012832.98-201326.02,22.137406,-20.223894,1.5283109446366638,1
GRALJ142218.43+133030.11,215.576775,13.508363,1.52831040819486,0
GRALJ120745.44-033407.1,181.939317,-3.56864,1.52816394964854,0
GRALJ110708.43-061912.66,166.785118,-6.320184,1.5281563103199,0
GRALJ123225.18-265314.77,188.104898,-26.887437,1.5280619,0
GRALJ114255.79-253530.84,175.732478,-25.5919,1.5280310999999998,0
GRALJ115915.08-125220.84,179.812845,-12.872455,1.5279747000000001,0
GRALJ090748.18+155852.50,136.950769,15.98125,1.527940889199574,0
GRALJ130449.41-261911.58,196.205854,-26.319883,1.5279273,0
GRALJ005408.27+041525.94,13.534451,4.257206,1.5279224316279092,0
GRALJ121648.28+312407.03,184.201174,31.401953,1.5278988999999998,0
GRALJ161918.50+061805.85,244.827084,6.301624,1.5278612,0
GRALJ234741.48+500920.47,356.92283,50.155686,1.5277649000000002,0
GRALJ091328.78+205202.7,138.369905,20.867416,1.527763873338699,0
GRALJ152421.49+013247.32,231.089561,1.546477,1.5277471999999999,0
GRALJ124221.03-234748.17,190.58763,-23.796714,1.527718971172968,0
GRALJ075210.92+234016.56,118.045519,23.671267,1.5277159,0
GRALJ231913.19+223638.45,349.804948,22.610681,1.527673741181692,0
GRALJ101603.23-241405.19,154.013455,-24.234774,1.5276433,0
GRALJ133200.01-172837.44,203.000042,-17.477066,1.527631888786951,0
GRALJ134518.21+054158.40,206.325873,5.699556,1.5276163,0
GRALJ222442.93+393513.61,336.178886,39.587114,1.5275914271672562,0
GRALJ105032.51+153806,162.635452,15.635,1.527559041976928,0
GRALJ062728.57-230239.30,96.869048,-23.04425,1.5275241931279488,0
GRALJ165944.95+021307.75,254.937276,2.21882,1.5275146961212154,0
GRALJ200948.97-045008.79,302.454031,-4.835775,1.5275083999999999,0
GRALJ030243.41-183325.44,45.680892,-18.557068,1.527499695618948,0
GRALJ104821.87-011904.29,162.091129,-1.317857,1.527382592360179,0
